Year;Overall;Team;Player;Nat.;Pos;Age;To;Amateur Team;GP;G;A;PTS;+/-;PIM;GP;W;L;T/O;SV%;GAA
2011;162;St. Louis Blues;Ryan Tesink\tesinry01;CA;C;18;;Saint John (QMJHL);;;;;;;;;;;;
2011;163;Carolina Hurricanes;Matt Mahalak\mahalma01;US;G;18;;Plymouth (OHL);;;;;;;;;;;;
2011;164;Calgary Flames;Laurent Brossoit\brossla01;CA;G;18;2019;Edmonton (WHL);30;0;1;1;0;0;30;9;13;2;0,903;2,9
2011;165;Dallas Stars;Matej Stransky\stranma01;CZ;RW;18;;Saskatoon (WHL);;;;;;;;;;;;
2011;166;San Jose Sharks;Daniil Sobchenko\sobchda01;UA;C;20;;Yaroslavl (KHL);;;;;;;;;;;;
2011;167;Buffalo Sabres;Nathan Lieuwen\lieuwna01;CA;G;20;2014;Kootenay (WHL);7;0;0;0;;0;7;1;4;0;0,906;2,97
2011;168;Montreal Canadiens;Daniel Pribyl\pribyda01;CZ;C;18;;Sparta Jr. (Czech);;;;;;;;;;;;
2011;169;Chicago Blackhawks;Sam Jardine\jardisa01;CA;D;18;;Camrose (AJHL);;;;;;;;;;;;
2011;170;Nashville Predators;Chase Balisy\balisch01;US;C;19;2018;Western Michigan (CCHA);8;0;0;0;-2;0;;;;;;
2011;171;Ottawa Senators;Max McCormick\mccorma01;US;LW;19;2019;Sioux City (USHL);58;5;4;9;-12;74;;;;;;
2011;172;New York Rangers;Peter Ceresnak\cerespe01;SK;D;18;;Trencin Jr. (Slovak-Jr.);;;;;;;;;;;;
2011;173;Toronto Maple Leafs;Dennis Robertson\roberde01;CA;D;20;;Brown (ECAC);;;;;;;;;;;;
2011;174;Pittsburgh Penguins;Josh Archibald\archijo01;CA;W;18;2019;Brainerd-High (High-MN);58;8;6;14;1;29;;;;;;
2011;175;Detroit Red Wings;Richard Nedomlel\nedomri01;CZ;D;18;;Swift Current (WHL);;;;;;;;;;;;
2011;176;Philadelphia Flyers;Petr Placek\placepe01;CZ;RW;18;;Hotchkiss School (High-CT);;;;;;;;;;;;
2011;177;Washington Capitals;Travis Boyd\boydtr01;US;C;18;2018;USA U-18 (USHL);8;0;1;1;2;2;;;;;;
2011;178;Tampa Bay Lightning;Adam Wilcox\wilcoad01;US;G;18;2018;Green Bay (USHL);1;0;0;0;0;0;1;0;1;0;1;0
2011;179;San Jose Sharks;Dylan Demelo\demeldy01;CA;D;18;2019;Mississauga St. Michael's (OHL);141;4;33;37;7;66;;;;;;
2011;180;Vancouver Canucks;Pathrik Westerholm\westepa01;SE;C;19;;Malmo (Sweden-2);;;;;;;;;;;;
2011;181;Boston Bruins;Lars Volden\voldela01;NO;G;19;;Blues Jr. (Finland-Jr.);;;;;;;;;;;;
2011;182;Edmonton Oilers;Frans Tuohimaa\tuohifr01;FI;G;20;;Jokerit Jr. (Finland-Jr.);;;;;;;;;;;;
2011;183;Colorado Avalanche;Dillon Donnelly\donnedi01;US;D;18;;Shawinigan (QMJHL);;;;;;;;;;;;
2011;184;Florida Panthers;Iiro Pakarinen\pakarii01;FI;RW;20;2018;KalPa Kuopio (Finland);134;10;13;23;-11;18;;;;;;
2011;185;New York Islanders;Mitchell Theoret\theormi01;CA;C;18;;Niagara (OHL);;;;;;;;;;;;
2011;186;Ottawa Senators;Jordan Fransoo\fransjo02;CA;D;18;;Brandon (WHL);;;;;;;;;;;;
2011;187;Winnipeg Jets;Aaron Harstad\harstaa01;US;D;19;;Green Bay (USHL);;;;;;;;;;;;
2011;188;Columbus Blue Jackets;Anton Forsberg\forsban01;SE;G;18;2018;MODO Jr. (Sweden-Jr.);45;0;1;1;0;0;45;11;24;4;0,901;3,21
2011;189;New Jersey Devils;Patrick Daly\dalypa01;US;D;19;;Benilde-St.Margaret's (High-MN);;;;;;;;;;;;
2011;190;Toronto Maple Leafs;Garret Sparks\sparkga01;US;G;18;2019;Guelph (OHL);19;0;0;0;0;0;19;8;9;1;0,893;3,07
2011;191;Minnesota Wild;Tyler Graovac\graovty01;CA;C;18;2018;Ottawa (OHL);62;7;2;9;3;12;;;;;;
2011;192;St. Louis Blues;Teemu Eronen\eronete01;FI;D;20;;Jokerit (Finland);;;;;;;;;;;;
2011;193;Carolina Hurricanes;Brody Sutter\suttebr05;CA;C;19;2016;Lethbridge (WHL);12;0;0;0;-6;0;;;;;;
2011;194;San Jose Sharks;Colin Blackwell\blackco01;US;C;18;;St. John's Prep (High-MA);;;;;;;;;;;;
2011;195;Dallas Stars;Jyrki Jokipakka\jokipjy01;FI;D;20;2017;Ilves Tampere (Finland);150;3;25;28;-2;34;;;;;;
2011;196;Phoenix Coyotes;Zac Larraza\larraza01;US;LW;18;;USA U-18 (USHL);;;;;;;;;;;;
2011;197;Buffalo Sabres;Brad Navin\navinbr01;US;C;19;;Waupaca (High-WI);;;;;;;;;;;;
2011;198;Montreal Canadiens;Colin Sullivan\sullico01;US;D;18;;Avon Old Farms (High-CT);;;;;;;;;;;;
2011;199;Chicago Blackhawks;Alex Broadhurst\broadal01;US;C;18;2018;Green Bay (USHL);2;0;0;0;0;2;;;;;;
2011;200;Los Angeles Kings;Michael Schumacher\schummi01;SE;LW;18;;Frolunda Jr. (Sweden-Jr.);;;;;;;;;;;;
2011;201;Tampa Bay Lightning;Matthew Peca\pecama01;CA;C;18;2019;Pembroke (CCHL);28;3;6;9;2;4;;;;;;
2011;202;Nashville Predators;Brent Andrews\andrebr01;CA;LW;18;;Halifax (QMJHL);;;;;;;;;;;;
2011;203;Toronto Maple Leafs;Max Everson\eversma01;US;D;18;;Edina High (High-MN);;;;;;;;;;;;
2011;204;Ottawa Senators;Ryan Dzingel\dzingry01;US;C;19;2019;Lincoln (USHL);196;42;44;86;-8;80;;;;;;
2011;205;Detroit Red Wings;Alexei Marchenko\marchal01;RU;D;19;2017;CSKA (KHL);121;4;17;21;5;26;;;;;;
2011;206;Philadelphia Flyers;Derek Mathers\mathede01;CA;RW;18;;Peterborough (OHL);;;;;;;;;;;;
2011;207;Washington Capitals;Garrett Haar\haarga01;US;D;18;;Fargo (USHL);;;;;;;;;;;;
2011;208;Tampa Bay Lightning;Ondrej Palat\palaton01;CZ;LW;20;2019;Drummondville (QMJHL);371;85;173;258;105;113;;;;;;
2011;209;Pittsburgh Penguins;Scott Wilson\wilsosc01;CA;C/LW;19;2018;Georgetown (OJHL);172;19;27;46;-20;52;;;;;;
2011;210;Vancouver Canucks;Henrik Tommernes\tommehe01;SE;D;21;;Frolunda (Sweden);;;;;;;;;;;;
2011;211;Chicago Blackhawks;Johan Mattsson\mattsjo01;SE;G;19;;Sodertalje Jr. (Sweden-Jr.);;;;;;;;;;;;
2010;1;Edmonton Oilers;Taylor Hall\hallta02;CA;LW;18;2019;Windsor (OHL);536;192;292;484;-21;306;;;;;;
2010;2;Boston Bruins;Tyler Seguin\seguity01;CA;C;18;2019;Plymouth (OHL);599;232;284;516;69;185;;;;;;
2010;3;Florida Panthers;Erik Gudbranson\gudbrer01;CA;D;18;2019;Kingston (OHL);402;14;41;55;-71;424;;;;;;
2010;4;Columbus Blue Jackets;Ryan Johansen\johanry01;CA;C;18;2019;Portland (WHL);522;118;234;352;15;326;;;;;;
2010;5;New York Islanders;Nino Niederreiter\niedeni01;CH;RW;18;2019;Portland (WHL);461;103;107;210;22;219;;;;;;
2010;6;Tampa Bay Lightning;Brett Connolly\connobr01;CA;RW;18;2019;Prince George (WHL);355;58;57;115;-1;176;;;;;;
2010;7;Carolina Hurricanes;Jeff Skinner\skinnje01;CA;C;18;2019;Kitchener (OHL);589;209;180;389;-87;270;;;;;;
2010;8;Atlanta Thrashers;Alexander Burmistrov\burmial01;RU;C;18;2018;Barrie (OHL);348;37;64;101;-31;139;;;;;;
2010;9;Minnesota Wild;Mikael Granlund\granlmi01;FI;C;18;2019;HIFK Helsinki (Finland);407;82;193;275;36;100;;;;;;
2010;10;New York Rangers;Dylan McIlrath\mcilrdy01;CA;D;18;2017;Moose Jaw (WHL);43;3;2;5;4;94;;;;;;
2010;11;Dallas Stars;Jack Campbell\campbja01;US;G;18;2019;USA U-18 (USHL);14;0;0;0;0;0;14;4;5;2;0,915;2,81
2010;12;Anaheim Ducks;Cam Fowler\fowleca01;CA;D;18;2019;Windsor (OHL);572;53;200;253;-36;153;;;;;;
2010;13;Phoenix Coyotes;Brandon Gormley\gormlbr01;CA;D;18;2016;Moncton (QMJHL);58;2;3;5;-6;20;;;;;;
2010;14;St. Louis Blues;Jaden Schwartz\schwaja01;CA;C;18;2019;Tri-City (USHL);387;114;160;274;73;105;;;;;;
2010;15;Los Angeles Kings;Derek Forbort\forbode01;US;D;18;2019;USA U-18 (USHL);183;4;36;40;25;124;;;;;;
2010;16;St. Louis Blues;Vladimir Tarasenko\tarasvl01;RU;RW;18;2019;Novosibirsk (Russia);430;181;176;357;62;123;;;;;;
2010;17;Colorado Avalanche;Joey Hishon\hishojo01;CA;C;18;2015;Owen Sound (OHL);13;1;1;2;-1;0;;;;;;
2010;18;Nashville Predators;Austin Watson\watsoau01;US;LW;18;2018;Peterborough (OHL);216;23;24;47;10;254;;;;;;
2010;19;Florida Panthers;Nick Bjugstad\bjugsni01;US;C;18;2019;Blaine (High-MN);370;84;99;183;-46;166;;;;;;
2010;20;Pittsburgh Penguins;Beau Bennett\bennebe01;US;RW;18;2018;Penticton (BCHL);200;24;40;64;-2;52;;;;;;
2010;21;Detroit Red Wings;Riley Sheahan\sheahri01;CA;C;18;2019;Notre Dame (CCHA);373;50;82;132;-31;60;;;;;;
2010;22;Montreal Canadiens;Jarred Tinordi\tinorja01;US;D;18;2016;USA U-18 (USHL);53;0;6;6;-7;78;;;;;;
2010;23;Buffalo Sabres;Mark Pysyk\pysykma01;CA;D;18;2019;Edmonton (WHL);294;12;49;61;-24;80;;;;;;
2010;24;Chicago Blackhawks;Kevin Hayes\hayeske01;US;RW;18;2019;Nobles (High-MA);320;75;102;177;30;92;;;;;;
2010;25;Florida Panthers;Quinton Howden\howdequ01;CA;C;18;2017;Moose Jaw (WHL);97;10;7;17;-11;30;;;;;;
2010;26;Washington Capitals;Evgeny Kuznetsov\kuzneev01;RU;C;18;2019;Chelyabinsk (Russia);349;85;193;278;55;164;;;;;;
2010;27;Phoenix Coyotes;Mark Visentin\visenma01;CA;G;18;2014;Niagara (OHL);1;0;0;0;;0;1;0;1;0;0,906;3,06
2010;28;San Jose Sharks;Charlie Coyle\coylech01;US;C/RW;18;2019;South Shore (EJHL);428;83;136;219;34;178;;;;;;
2010;29;Anaheim Ducks;Emerson Etem\etemem01;US;RW;18;2017;Medicine Hat (WHL);173;22;24;46;-7;30;;;;;;
2010;30;New York Islanders;Brock Nelson\nelsobr01;US;C;18;2019;Warroad (High-MN);406;102;90;192;-16;147;;;;;;
2010;31;Edmonton Oilers;Tyler Pitlick\pitlity01;US;C;18;2019;Minnesota State (WCHA);147;26;17;43;7;44;;;;;;
2010;32;Boston Bruins;Jared Knight\knighja01;US;C;18;;London (OHL);;;;;;;;;;;;
2010;33;Florida Panthers;John McFarland\mcfarjo01;CA;LW;18;2016;Sudbury (OHL);3;0;0;0;-1;0;;;;;;
2010;34;Columbus Blue Jackets;Dalton Smith\smithda03;CA;LW;18;;Ottawa (OHL);;;;;;;;;;;;
2010;35;Chicago Blackhawks;Ludvig Rensfeldt\rensflu01;SE;LW;18;;Brynas Jr. (Sweden-Jr.);;;;;;;;;;;;
2010;36;Florida Panthers;Alex Petrovic\petroal01;CA;D;18;2019;Red Deer (WHL);236;5;44;49;8;350;;;;;;
2010;37;Carolina Hurricanes;Justin Faulk\faulkju01;US;D;18;2019;USA U-18 (USHL);486;75;153;228;-106;222;;;;;;
2010;38;New Jersey Devils;Jon Merrill\merrijo01;US;D;18;2019;USA U-18 (USHL);259;7;33;40;-32;110;;;;;;
2010;39;Minnesota Wild;Brett Bulmer\bulmebr01;CA;RW;18;2016;Kelowna (WHL);17;0;3;3;-2;15;;;;;;
2010;40;New York Rangers;Christian Thomas\thomach01;CA;RW;18;2016;Oshawa (OHL);27;1;2;3;-2;9;;;;;;
2010;41;Dallas Stars;Patrik Nemeth\nemetpa01;SE;D;18;2019;AIK (Sweden-2);184;3;27;30;22;85;;;;;;
2010;42;Anaheim Ducks;Devante Smith-Pelly\smithde06;CA;RW;18;2019;Mississauga (OHL);350;41;54;95;-35;122;;;;;;
2010;43;Toronto Maple Leafs;Brad Ross\rossbr01;CA;LW;18;;Portland (WHL);;;;;;;;;;;;
2010;44;St. Louis Blues;Sebastian Wannstrom\wannsse01;SE;RW;19;;Brynas (Sweden);;;;;;;;;;;;
2010;45;Boston Bruins;Ryan Spooner\spoonry01;CA;C;18;2019;Peterborough (OHL);282;45;114;159;-13;61;;;;;;
2010;46;Edmonton Oilers;Martin Marincin\marinma01;SK;D;18;2019;Slovakia U20 (Slovakia);180;3;22;25;-8;86;;;;;;
2010;47;Los Angeles Kings;Tyler Toffoli\toffoty01;CA;C;18;2019;Ottawa (OHL);385;111;117;228;95;107;;;;;;
2010;48;Edmonton Oilers;Curtis Hamilton\hamilcu01;US;LW;18;2015;Saskatoon (WHL);1;0;0;0;0;5;;;;;;
2010;49;Colorado Avalanche;Calvin Pickard\pickaca01;CA;G;18;2019;Seattle (WHL);90;0;3;3;0;2;90;30;45;7;0,911;2,84
2010;50;Florida Panthers;Connor Brickley\brickco01;US;C;18;2018;Des Moines (USHL);67;5;12;17;-5;33;;;;;;
2010;51;Detroit Red Wings;Calle Jarnkrok\jarnkca01;SE;C;18;2019;Brynas (Sweden);326;57;68;125;32;73;;;;;;
2010;52;Phoenix Coyotes;Phil Lane\laneph01;US;RW;18;;Brampton (OHL);;;;;;;;;;;;
2010;53;Carolina Hurricanes;Mark Alt\altma01;US;D;18;2018;Cretin-Derham (High-MN);16;0;0;0;-2;2;;;;;;
2010;54;Chicago Blackhawks;Justin Holl\hollju01;US;D;18;2018;Minnetonka (High-MN);2;2;0;2;5;0;;;;;;
2010;55;Columbus Blue Jackets;Petr Straka\strakpe01;CZ;RW;18;2015;Rimouski (QMJHL);3;0;2;2;1;0;;;;;;
2010;56;Minnesota Wild;Johan Larsson\larssjo02;SE;LW;18;2019;Brynas Jr. (Sweden-Jr.);262;26;40;66;-41;129;;;;;;
2010;57;Phoenix Coyotes;Oscar Lindberg\lindbos02;SE;C;18;2019;Skelleftea (Sweden);201;30;29;59;-1;89;;;;;;
2010;58;Chicago Blackhawks;Kent Simpson\simpske01;CA;G;18;2014;Everett (WHL);1;0;0;0;;0;1;;;;0,714;6
2010;59;Minnesota Wild;Jason Zucker\zuckeja01;US;LW;18;2019;USA U-18 (USHL);339;101;78;179;35;130;;;;;;
2010;60;Chicago Blackhawks;Stephen Johns\johnsst03;US;D;18;2018;USA U-18 (USHL);150;13;15;28;-6;83;;;;;;
2010;61;Edmonton Oilers;Ryan Martindale\martiry01;CA;C;18;;Ottawa (OHL);;;;;;;;;;;;
2010;62;Toronto Maple Leafs;Greg McKegg\mckeggr01;CA;C;18;2018;Erie (OHL);91;7;6;13;-6;32;;;;;;
2010;63;Tampa Bay Lightning;Brock Beukeboom\beukebr01;US;D;18;;Sault Ste. Marie (OHL);;;;;;;;;;;;
2010;64;Calgary Flames;Max Reinhart\reinhma01;CA;C;18;2015;Kootenay (WHL);23;1;4;5;-5;6;;;;;;
2010;65;New York Islanders;Kirill Kabanov\kabanki01;RU;LW;18;;Moncton (QMJHL);;;;;;;;;;;;
2010;66;Tampa Bay Lightning;Radko Gudas\gudasra01;CZ;D;20;2019;Everett (WHL);348;20;70;90;10;520;;;;;;
2010;67;Carolina Hurricanes;Danny Biega\biegada01;CA;D;18;2015;Harvard (ECAC);10;0;2;2;-5;0;;;;;;
2010;68;Buffalo Sabres;Jerome Gauthier-Leduc\gauthje02;CA;D;18;;Rouyn-Noranda (QMJHL);;;;;;;;;;;;
2010;69;Florida Panthers;Joe Basaraba\basarjo01;CA;RW;18;;Shattuck St. Mary's (High-MN);;;;;;;;;;;;
2010;70;Los Angeles Kings;Jordan Weal\wealjo01;CA;C;18;2019;Regina (WHL);113;17;19;36;-3;34;;;;;;
2010;71;Colorado Avalanche;Michael Bournival\bournmi01;CA;LW;18;2018;Shawinigan (QMJHL);113;12;10;22;-6;24;;;;;;
2010;72;Tampa Bay Lightning;Adam Janosik\janosad01;SK;D;18;;Gatineau (QMJHL);;;;;;;;;;;;
2010;73;Calgary Flames;Joey Leach\leachjo01;CA;D;18;;Kootenay (WHL);;;;;;;;;;;;
2010;74;St. Louis Blues;Max Gardiner\gardima01;US;C;18;;Minnetonka (High-MN);;;;;;;;;;;;
2010;75;Buffalo Sabres;Kevin Sundher\sundhke01;CA;C;18;;Chilliwack (WHL);;;;;;;;;;;;
2010;76;Ottawa Senators;Jakub Culek\culekja01;CZ;LW;18;;Rimouski (QMJHL);;;;;;;;;;;;
2010;77;Dallas Stars;Alexander Guptill\guptial01;CA;LW;18;;Orangeville (CCHL);;;;;;;;;;;;
2010;78;Nashville Predators;Taylor Aronson\aronsta01;US;D;18;;Portland (WHL);;;;;;;;;;;;
2010;79;Toronto Maple Leafs;Sondre Olden\oldenso01;NO;C;18;;MODO Jr. (Sweden-Jr.);;;;;;;;;;;;
2010;80;Pittsburgh Penguins;Bryan Rust\rustbr01;US;RW;18;2019;USA U-18 (USHL);189;34;48;82;12;52;;;;;;
2010;81;Detroit Red Wings;Louis-Marc Aubry\aubrylo01;CA;C;18;;Montreal (QMJHL);;;;;;;;;;;;
2010;82;New York Islanders;Jason Clark\clarkja01;US;C/LW;18;;Shattuck St. Mary's (High-MN);;;;;;;;;;;;
2010;83;Buffalo Sabres;Matt MacKenzie\mackema01;CA;D;18;;Calgary (WHL);;;;;;;;;;;;
2010;84;New Jersey Devils;Scott Wedgewood\wedgesc01;CA;G;18;2018;Plymouth (OHL);24;0;0;0;0;2;24;7;10;5;0,903;3,05
2010;85;Carolina Hurricanes;Austin Levi\leviau01;US;D;18;;Plymouth (OHL);;;;;;;;;;;;
2010;86;Washington Capitals;Stanislav Galiev\galiest01;RU;RW;18;2016;Saint John (QMJHL);26;1;3;4;3;4;;;;;;
2010;87;Atlanta Thrashers;Julian Melchiori\melchju01;CA;D;18;2017;Newmarket (CCHL);30;0;2;2;0;8;;;;;;
2010;88;San Jose Sharks;Max Gaede\gaedema01;US;RW;18;;Woodbury HS (High-MN);;;;;;;;;;;;
2010;89;Philadelphia Flyers;Michael Chaput\chapumi01;CA;C;18;2018;Lewiston (QMJHL);135;6;11;17;-21;62;;;;;;
2010;90;Chicago Blackhawks;Joakim Nordstrom\nordsjo02;SE;C;18;2019;AIK Jr. (Sweden-Jr.);291;22;29;51;-28;43;;;;;;
2010;91;Edmonton Oilers;Jeremie Blain\blainje01;CA;D;18;;Acadie-Bathurst (QMJHL);;;;;;;;;;;;
2010;92;Florida Panthers;Sam Brittain\brittsa01;CA;G;18;;Canmore (AJHL);;;;;;;;;;;;
2010;93;Florida Panthers;Ben Gallacher\gallabe01;CA;D;18;;Camrose (AJHL);;;;;;;;;;;;
2010;94;Columbus Blue Jackets;Brandon Archibald\archibr01;US;D;18;;Sault Ste. Marie (OHL);;;;;;;;;;;;
2010;95;Colorado Avalanche;Stephen Silas\silasst01;CA;D;18;;Belleville (OHL);;;;;;;;;;;;
2010;96;Tampa Bay Lightning;Geoffrey Schemitsch\schemge01;CA;D;18;;Owen Sound (OHL);;;;;;;;;;;;
2010;97;Boston Bruins;Craig Cunningham\cunnicr01;CA;LW;20;2016;Vancouver (WCHL);63;3;5;8;-8;6;;;;;;
2010;98;Buffalo Sabres;Steven Shipley\shiplst01;CA;C;18;;Owen Sound (OHL);;;;;;;;;;;;
2010;99;Florida Panthers;Joonas Donskoi\donskjo01;FI;RW;18;2019;Karpat (Finland);212;34;58;92;11;58;;;;;;
2010;100;New York Rangers;Andrew Yogan\yoganan01;US;C/LW;18;;Erie (OHL);;;;;;;;;;;;
2010;101;Atlanta Thrashers;Ivan Telegin\telegiv01;RU;LW;18;;Saginaw (OHL);;;;;;;;;;;;
2010;102;Columbus Blue Jackets;Mathieu Corbeil\corbema01;CA;G;18;;Halifax (QMJHL);;;;;;;;;;;;
2010;103;Calgary Flames;John Ramage\ramagjo01;CA;D;19;2016;Wisconsin (WCHA);2;0;0;0;-3;0;;;;;;
2010;104;St. Louis Blues;Jani Hakanpaa\hakanja01;FI;D;18;;K-Vantaa U18 (Finland-Jr.);;;;;;;;;;;;
2010;105;Carolina Hurricanes;Justin Shugg\shuggju01;CA;LW;18;2015;Windsor (OHL);3;0;0;0;0;2;;;;;;
2010;106;Ottawa Senators;Marcus Sorensen\sorenma01;SE;RW;18;2019;Sodertalje Jr. (Sweden-Jr.);60;7;6;13;-5;11;;;;;;
2010;107;Colorado Avalanche;Sami Aittokallio\aittosa01;FI;G;18;2014;Ilves Jr. (Finland-Jr.);2;0;0;0;0;0;2;0;1;0;0,884;3,36
2010;108;Calgary Flames;Bill Arnold\arnolbi01;US;C;18;2014;USA U-18 (USHL);1;0;0;0;-1;0;;;;;;
2010;109;Dallas Stars;Alex Theriau\therial01;CA;D;18;;Everett (WHL);;;;;;;;;;;;
2010;110;Pittsburgh Penguins;Tom Kuhnhackl\kuhnhto01;DE;C;18;2019;Landshut Cann. (German-2);170;11;28;39;5;50;;;;;;
2010;111;Detroit Red Wings;Teemu Pulkkinen\pulkkte01;FI;LW;18;2017;Jokerit (Finland);83;13;9;22;5;32;;;;;;
2010;112;Washington Capitals;Philipp Grubauer\grubaph01;DE;G;18;2019;Windsor (OHL);104;0;1;1;0;2;104;45;32;11;0,923;2,3
2010;113;Montreal Canadiens;Mark MacMillan\macmima01;CA;F;18;;Alberni Valley (BCHL);;;;;;;;;;;;
2010;114;New Jersey Devils;Joe Faust\faustjo01;US;D;18;;Bloomington-Jeff. (High-MN);;;;;;;;;;;;
2010;115;Vancouver Canucks;Patrick McNally\mcnalpa01;US;D;18;;Milton Academy (High-MA);;;;;;;;;;;;
2010;116;Toronto Maple Leafs;Petter Granberg\granbpe01;SE;D;18;2017;Skelleftea Jr. (Sweden-Jr.);45;0;2;2;2;29;;;;;;
2010;117;Montreal Canadiens;Morgan Ellis\ellismo01;CA;D;18;2016;Cape Breton (QMJHL);3;0;0;0;0;2;;;;;;
2010;118;Tampa Bay Lightning;Jimmy Mullin\mulliji01;US;RW;18;;Shattuck St. Mary's (High-MN);;;;;;;;;;;;
2010;119;Philadelphia Flyers;Tye McGinn\mcginty01;CA;LW;20;2016;Gatineau (QMJHL);89;9;8;17;-1;44;;;;;;
2010;120;Chicago Blackhawks;Rob Flick\flickro01;CA;C;19;;Mississauga (OHL);;;;;;;;;;;;
2010;121;Edmonton Oilers;Tyler Bunz\bunzty01;CA;G;18;2015;Medicine Hat (WHL);1;0;0;0;0;0;1;0;0;0;0,75;9
2010;122;Anaheim Ducks;Chris Wagner\wagnech01;US;C;19;2019;South Shore (EJHL);183;18;13;31;-14;79;;;;;;
2010;123;Florida Panthers;Zach Hyman\hymanza01;CA;C;18;2019;Hamilton (CCHL);190;29;50;79;26;89;;;;;;
2010;124;Columbus Blue Jackets;Austin Madaisky\madaiau01;CA;D;18;;Kamloops (WHL);;;;;;;;;;;;
2010;125;New York Islanders;Tony Dehart\deharto01;US;D;20;;Oshawa (OHL);;;;;;;;;;;;
2010;126;Nashville Predators;Patrick Cehlin\cehlipa01;SE;RW;19;;Djurgarden (Sweden);;;;;;;;;;;;
2010;127;San Jose Sharks;Cody Ferriero\ferrico01;US;C;18;;Governor's Acad. (High-MA);;;;;;;;;;;;
2010;128;Atlanta Thrashers;Fredrik Pettersson-Wentzel\pettefr02;SE;G;19;;Almtuna (Sweden-2);;;;;;;;;;;;
2010;129;San Jose Sharks;Freddie Hamilton\hamilfr01;CA;C;18;2018;Niagara (OHL);75;4;2;6;-9;12;;;;;;
2010;130;New York Rangers;Jason Wilson\wilsoja01;CA;LW;20;;Owen Sound (OHL);;;;;;;;;;;;
2010;131;Dallas Stars;John Klingberg\klingjo01;SE;D;18;2019;Frolunda Jr. (Sweden-Jr.);312;47;176;223;38;124;;;;;;
2010;132;Anaheim Ducks;Tim Heed\heedti01;SE;D;19;2018;Sodertalje (Sweden);30;3;8;11;0;8;;;;;;
2010;133;Calgary Flames;Micheal Ferland\ferlami01;CA;LW;18;2019;Brandon (WHL);259;48;50;98;-3;144;;;;;;
2010;134;St. Louis Blues;Cody Beach\beachco01;CA;RW;18;;Calgary (WHL);;;;;;;;;;;;
2010;135;Boston Bruins;Justin Florek\floreju01;US;LW;20;2014;Northern Mich. (CCHA);4;1;1;2;1;0;;;;;;
2010;136;San Jose Sharks;Isaac MacLeod\macleis01;CA;D;18;;Penticton (BCHL);;;;;;;;;;;;
2010;137;Colorado Avalanche;Troy Rutkowski\rutkotr01;CA;D;18;;Portland (WHL);;;;;;;;;;;;
2010;138;Phoenix Coyotes;Louis Domingue\dominlo01;CA;G;18;2019;Quebec (QMJHL);98;0;1;1;0;4;98;36;44;8;0,907;2,97
2010;139;Colorado Avalanche;Luke Walker\walkelu01;US;RW;20;;Portland (WHL);;;;;;;;;;;;
2010;140;Pittsburgh Penguins;Kenny Agostino\agostke01;US;LW;18;2018;Delbarton (High-NJ);22;2;4;6;-5;6;;;;;;
2010;141;Detroit Red Wings;Petr Mrazek\mrazepe01;CZ;G;18;2019;Ottawa (OHL);188;0;2;2;0;4;188;80;66;24;0,91;2,66
2010;142;Washington Capitals;Caleb Herbert\herbeca01;US;C;18;;Bloomington-Jeff. (High-MN);;;;;;;;;;;;
2010;143;Buffalo Sabres;Gregg Sutch\sutchgr01;CA;RW;18;;Mississauga (OHL);;;;;;;;;;;;
2010;144;Toronto Maple Leafs;Sam Carrick\carrisa01;CA;C;18;2016;Brampton (OHL);19;1;1;2;-1;13;;;;;;
2010;145;Vancouver Canucks;Adam Polasek\polasad01;CZ;D;19;;P.E.I. (QMJHL);;;;;;;;;;;;
2010;146;Toronto Maple Leafs;Daniel Brodin\brodida01;SE;LW;20;;Djurgarden (Sweden);;;;;;;;;;;;
2010;147;Montreal Canadiens;Brendan Gallagher\gallabr01;CA;RW;18;2019;Vancouver (WCHL);415;123;122;245;41;238;;;;;;
2010;148;Los Angeles Kings;Kevin Gravel\graveke01;US;D;18;2019;Sioux City (USHL);72;1;9;10;-2;8;;;;;;
2010;149;Philadelphia Flyers;Michael Parks\parksmi01;US;RW;18;;Cedar Rapids (USHL);;;;;;;;;;;;
2010;150;Atlanta Thrashers;Yasin Cisse\cisseya01;CA;RW;18;;Des Moines (USHL);;;;;;;;;;;;
2010;151;Chicago Blackhawks;Mirko Hoefflin\hoeffmi02;DE;C;18;;Heilbronn (German-2);;;;;;;;;;;;
2010;152;Pittsburgh Penguins;Joe Rogalski\rogaljo01;US;D;18;;Sarnia (OHL);;;;;;;;;;;;
2010;153;Florida Panthers;Corey Durocher\durocco01;CA;LW;18;;Kingston (OHL);;;;;;;;;;;;
2010;154;Columbus Blue Jackets;Dalton Prout\proutda01;CA;D;20;2019;Barrie (OHL);243;6;30;36;-14;308;;;;;;
2010;155;Atlanta Thrashers;Kendall McFaull\mcfauke01;CA;D;18;;Moose Jaw (WHL);;;;;;;;;;;;
2010;156;Tampa Bay Lightning;Brendan O'Donnell\odonnbr01;CA;C;18;;Winnipeg South (MJHL);;;;;;;;;;;;
2010;157;New York Rangers;Jesper Fast\fastje01;SE;RW;18;2019;HV 71 Jr. (Sweden-Jr.);297;36;67;103;-1;76;;;;;;
2010;158;Los Angeles Kings;Maxim Kitsyn\kitsyma01;RU;LW;18;;Novokuznetsk (Russia);;;;;;;;;;;;
2010;159;Minnesota Wild;Johan Gustafsson\gustajo02;SE;G;18;;Skare (Sweden-3);;;;;;;;;;;;
